user_id,assignment_group,listener_cohort,market,primary_device,baseline_session_min,baseline_discovery_index,baseline_genre_diversity_index,assignment_date
u_00575,treatment_ai_dj,discovery_seeker,US,mobile,49.1,0.128,0.174,2026-05-01
u_00576,treatment_ai_dj,casual_listener,CA,mobile,33.4,0.39,0.281,2026-05-01
u_00577,control_standard_recs,heavy_playlist_user,US,mobile,40.2,0.288,0.505,2026-05-01
u_00578,treatment_ai_dj,casual_listener,US,speaker,25.6,0.597,0.642,2026-05-01
u_00579,control_standard_recs,heavy_playlist_user,CA,speaker,43.2,0.152,0.705,2026-05-01
u_00580,control_standard_recs,mood_context_listener,US,mobile,28.9,0.282,0.479,2026-05-01
u_00581,control_standard_recs,discovery_seeker,US,mobile,36.3,0.662,0.766,2026-05-01
u_00582,treatment_ai_dj,casual_listener,US,mobile,48.5,0.3,0.875,2026-05-01
u_00583,control_standard_recs,heavy_playlist_user,US,speaker,47.5,0.416,0.073,2026-05-01
u_00584,control_standard_recs,heavy_playlist_user,US,mobile,37.7,0.131,0.598,2026-05-01
u_00585,treatment_ai_dj,genre_loyalist,UK,car,16.8,0.354,0.541,2026-05-01
u_00586,control_standard_recs,mood_context_listener,US,mobile,73.9,0.463,0.307,2026-05-01
u_00587,control_standard_recs,casual_listener,US,mobile,59.0,0.523,0.714,2026-05-01
u_00588,control_standard_recs,genre_loyalist,IE,car,46.7,0.193,0.808,2026-05-01
u_00589,control_standard_recs,heavy_playlist_user,US,mobile,29.0,0.422,0.514,2026-05-01
u_00590,control_standard_recs,mood_context_listener,AU,desktop,36.6,0.472,0.304,2026-05-01
u_00591,control_standard_recs,casual_listener,US,mobile,31.5,0.365,0.352,2026-05-01
u_00592,treatment_ai_dj,heavy_playlist_user,US,mobile,53.2,0.285,0.579,2026-05-01
u_00593,control_standard_recs,genre_loyalist,AU,mobile,41.2,0.185,0.801,2026-05-01
u_00594,control_standard_recs,discovery_seeker,UK,desktop,28.6,0.488,0.166,2026-05-01
u_00595,treatment_ai_dj,casual_listener,UK,desktop,32.4,0.482,0.217,2026-05-01
u_00596,control_standard_recs,mood_context_listener,US,mobile,51.5,0.624,0.373,2026-05-01
u_00597,treatment_ai_dj,casual_listener,US,car,57.2,0.254,0.707,2026-05-01
u_00598,control_standard_recs,discovery_seeker,US,mobile,56.3,0.578,0.426,2026-05-01
u_00599,control_standard_recs,discovery_seeker,US,mobile,47.1,0.127,0.635,2026-05-01
u_00600,control_standard_recs,mood_context_listener,AU,mobile,35.0,0.201,0.63,2026-05-01
u_00601,control_standard_recs,heavy_playlist_user,US,mobile,8.0,0.596,0.524,2026-05-01
u_00602,control_standard_recs,heavy_playlist_user,IE,mobile,41.6,0.33,0.468,2026-05-01
u_00603,control_standard_recs,discovery_seeker,IE,car,38.0,0.535,0.347,2026-05-01
u_00604,control_standard_recs,genre_loyalist,US,mobile,39.7,0.788,0.035,2026-05-01
u_00605,control_standard_recs,genre_loyalist,US,mobile,38.6,0.685,0.395,2026-05-01
u_00606,control_standard_recs,heavy_playlist_user,AU,mobile,22.1,0.255,0.786,2026-05-01
u_00607,control_standard_recs,mood_context_listener,IE,desktop,44.7,0.391,0.146,2026-05-01
u_00608,control_standard_recs,casual_listener,US,speaker,45.6,0.862,0.529,2026-05-01
u_00609,treatment_ai_dj,heavy_playlist_user,US,mobile,46.2,0.22,0.644,2026-05-01
u_00610,treatment_ai_dj,casual_listener,US,mobile,49.4,0.648,0.325,2026-05-01
u_00611,control_standard_recs,genre_loyalist,UK,mobile,45.2,0.395,0.364,2026-05-01
u_00612,treatment_ai_dj,discovery_seeker,US,mobile,33.1,0.833,0.585,2026-05-01
u_00613,treatment_ai_dj,discovery_seeker,CA,mobile,37.1,0.379,0.474,2026-05-01
u_00614,control_standard_recs,discovery_seeker,US,mobile,39.1,0.341,0.591,2026-05-01
u_00615,treatment_ai_dj,genre_loyalist,US,mobile,39.3,0.614,0.453,2026-05-01
u_00616,treatment_ai_dj,discovery_seeker,US,mobile,50.0,0.661,0.686,2026-05-01
u_00617,control_standard_recs,heavy_playlist_user,US,mobile,45.7,0.391,0.677,2026-05-01
u_00618,control_standard_recs,discovery_seeker,US,car,62.9,0.311,0.729,2026-05-01
u_00619,treatment_ai_dj,casual_listener,US,car,64.5,0.717,0.093,2026-05-01
u_00620,treatment_ai_dj,heavy_playlist_user,US,mobile,39.0,0.352,0.187,2026-05-01
u_00621,control_standard_recs,discovery_seeker,US,mobile,8.0,0.529,0.591,2026-05-01
u_00622,control_standard_recs,discovery_seeker,US,mobile,52.8,0.206,0.631,2026-05-01
u_00623,control_standard_recs,heavy_playlist_user,IE,mobile,31.5,0.263,0.679,2026-05-01
u_00624,control_standard_recs,discovery_seeker,US,desktop,28.4,0.525,0.608,2026-05-01
u_00625,treatment_ai_dj,casual_listener,US,mobile,33.2,0.24,0.595,2026-05-01
u_00626,control_standard_recs,discovery_seeker,US,speaker,32.6,0.149,0.522,2026-05-01
u_00627,control_standard_recs,mood_context_listener,IE,car,45.3,0.438,0.325,2026-05-01
u_00628,treatment_ai_dj,genre_loyalist,US,mobile,19.3,0.872,0.203,2026-05-01
u_00629,control_standard_recs,heavy_playlist_user,UK,mobile,25.1,0.262,0.635,2026-05-01
u_00630,control_standard_recs,genre_loyalist,UK,mobile,42.1,0.578,0.399,2026-05-01
u_00631,treatment_ai_dj,casual_listener,UK,mobile,45.5,0.586,0.274,2026-05-01
u_00632,treatment_ai_dj,discovery_seeker,US,mobile,45.7,0.293,0.244,2026-05-01
u_00633,treatment_ai_dj,heavy_playlist_user,UK,mobile,28.6,0.223,0.368,2026-05-01
u_00634,treatment_ai_dj,casual_listener,US,speaker,26.3,0.228,0.894,2026-05-01
u_00635,control_standard_recs,discovery_seeker,UK,mobile,31.9,0.346,0.48,2026-05-01
u_00636,control_standard_recs,discovery_seeker,CA,mobile,40.9,0.567,0.763,2026-05-01
u_00637,treatment_ai_dj,discovery_seeker,US,desktop,55.8,0.188,0.519,2026-05-01
u_00638,control_standard_recs,mood_context_listener,AU,desktop,13.4,0.701,0.485,2026-05-01
u_00639,control_standard_recs,casual_listener,US,mobile,35.4,0.415,0.549,2026-05-01
u_00640,control_standard_recs,genre_loyalist,AU,speaker,22.0,0.349,0.377,2026-05-01
u_00641,control_standard_recs,casual_listener,US,mobile,18.2,0.386,0.378,2026-05-01
u_00642,control_standard_recs,mood_context_listener,US,mobile,49.6,0.368,0.641,2026-05-01
u_00643,control_standard_recs,casual_listener,US,mobile,44.5,0.549,0.409,2026-05-01
u_00644,control_standard_recs,discovery_seeker,IE,mobile,43.4,0.379,0.43,2026-05-01
u_00645,control_standard_recs,heavy_playlist_user,US,speaker,49.1,0.733,0.545,2026-05-01
u_00646,treatment_ai_dj,heavy_playlist_user,US,desktop,32.2,0.541,0.762,2026-05-01
u_00647,treatment_ai_dj,discovery_seeker,US,speaker,32.8,0.056,0.157,2026-05-01
u_00648,treatment_ai_dj,discovery_seeker,UK,mobile,64.2,0.331,0.37,2026-05-01
u_00649,treatment_ai_dj,discovery_seeker,US,mobile,35.0,0.572,0.126,2026-05-01
u_00650,control_standard_recs,discovery_seeker,US,mobile,46.8,0.438,0.348,2026-05-01
u_00651,control_standard_recs,casual_listener,US,mobile,38.1,0.611,0.132,2026-05-01
u_00652,treatment_ai_dj,genre_loyalist,US,desktop,15.8,0.509,0.558,2026-05-01
u_00653,treatment_ai_dj,discovery_seeker,US,speaker,13.5,0.509,0.576,2026-05-01
u_00654,treatment_ai_dj,discovery_seeker,US,mobile,31.1,0.245,0.426,2026-05-01
u_00655,control_standard_recs,genre_loyalist,UK,mobile,50.7,0.597,0.115,2026-05-01
u_00656,control_standard_recs,mood_context_listener,US,mobile,47.5,0.365,0.35,2026-05-01
u_00657,control_standard_recs,genre_loyalist,US,mobile,49.0,0.237,0.255,2026-05-01
u_00658,control_standard_recs,casual_listener,US,mobile,26.2,0.086,0.111,2026-05-01
u_00659,treatment_ai_dj,casual_listener,IE,mobile,57.4,0.481,0.778,2026-05-01
u_00660,treatment_ai_dj,mood_context_listener,IE,mobile,26.4,0.516,0.767,2026-05-01
u_00661,control_standard_recs,discovery_seeker,CA,mobile,40.6,0.359,0.178,2026-05-01
u_00662,treatment_ai_dj,casual_listener,US,mobile,37.9,0.648,0.554,2026-05-01
u_00663,treatment_ai_dj,genre_loyalist,US,mobile,35.9,0.395,0.377,2026-05-01
u_00664,control_standard_recs,genre_loyalist,US,desktop,54.1,0.092,0.373,2026-05-01
u_00665,control_standard_recs,genre_loyalist,US,mobile,29.5,0.732,0.887,2026-05-01
u_00666,control_standard_recs,discovery_seeker,US,car,21.8,0.696,0.567,2026-05-01
u_00667,control_standard_recs,casual_listener,CA,mobile,38.2,0.439,0.254,2026-05-01
u_00668,control_standard_recs,mood_context_listener,AU,mobile,33.2,0.055,0.455,2026-05-01
u_00669,control_standard_recs,discovery_seeker,AU,mobile,78.5,0.598,0.338,2026-05-01
u_00670,control_standard_recs,heavy_playlist_user,US,mobile,46.1,0.37,0.55,2026-05-01
u_00671,control_standard_recs,heavy_playlist_user,UK,speaker,33.1,0.292,0.422,2026-05-01
u_00672,treatment_ai_dj,genre_loyalist,US,mobile,25.3,0.638,0.627,2026-05-01
u_00673,control_standard_recs,discovery_seeker,US,car,15.4,0.129,0.473,2026-05-01
u_00674,treatment_ai_dj,discovery_seeker,UK,speaker,25.7,0.449,0.047,2026-05-01
u_00675,control_standard_recs,genre_loyalist,US,mobile,39.4,0.41,0.207,2026-05-01
u_00676,treatment_ai_dj,mood_context_listener,US,mobile,55.1,0.114,0.3,2026-05-01
u_00677,control_standard_recs,mood_context_listener,US,desktop,51.5,0.499,0.418,2026-05-01
u_00678,control_standard_recs,casual_listener,UK,mobile,40.7,0.359,0.195,2026-05-01
u_00679,treatment_ai_dj,casual_listener,CA,desktop,34.1,0.569,0.197,2026-05-01
u_00680,treatment_ai_dj,mood_context_listener,US,mobile,41.2,0.112,0.566,2026-05-01
u_00681,treatment_ai_dj,heavy_playlist_user,CA,mobile,31.8,0.484,0.597,2026-05-01
u_00682,control_standard_recs,mood_context_listener,US,mobile,58.6,0.59,0.349,2026-05-01
u_00683,control_standard_recs,casual_listener,US,mobile,35.7,0.603,0.329,2026-05-01
u_00684,treatment_ai_dj,genre_loyalist,CA,speaker,37.0,0.114,0.331,2026-05-01
u_00685,treatment_ai_dj,heavy_playlist_user,UK,mobile,11.4,0.257,0.753,2026-05-01
u_00686,treatment_ai_dj,heavy_playlist_user,IE,speaker,35.7,0.305,0.184,2026-05-01
u_00687,treatment_ai_dj,discovery_seeker,US,mobile,48.0,0.539,0.887,2026-05-01
u_00688,control_standard_recs,casual_listener,UK,mobile,25.2,0.444,0.243,2026-05-01
u_00689,treatment_ai_dj,genre_loyalist,UK,mobile,29.0,0.299,0.447,2026-05-01
u_00690,control_standard_recs,discovery_seeker,AU,mobile,47.5,0.796,0.384,2026-05-01
u_00691,control_standard_recs,discovery_seeker,US,mobile,20.3,0.154,0.291,2026-05-01
u_00692,control_standard_recs,mood_context_listener,CA,mobile,50.7,0.293,0.121,2026-05-01
u_00693,treatment_ai_dj,discovery_seeker,US,speaker,31.6,0.511,0.281,2026-05-01
u_00694,control_standard_recs,heavy_playlist_user,US,mobile,33.3,0.518,0.405,2026-05-01
u_00695,control_standard_recs,casual_listener,US,mobile,24.5,0.578,0.734,2026-05-01
u_00696,treatment_ai_dj,heavy_playlist_user,US,speaker,42.5,0.425,0.45,2026-05-01
u_00697,control_standard_recs,mood_context_listener,US,desktop,67.5,0.481,0.453,2026-05-01
u_00698,treatment_ai_dj,casual_listener,AU,mobile,47.4,0.112,0.34,2026-05-01
u_00699,control_standard_recs,casual_listener,US,mobile,27.6,0.249,0.643,2026-05-01
u_00700,control_standard_recs,discovery_seeker,UK,speaker,51.6,0.251,0.408,2026-05-01
u_00701,treatment_ai_dj,casual_listener,US,mobile,34.2,0.496,0.647,2026-05-01
u_00702,control_standard_recs,heavy_playlist_user,US,mobile,54.5,0.204,0.251,2026-05-01
u_00703,control_standard_recs,mood_context_listener,US,mobile,47.7,0.534,0.439,2026-05-01
u_00704,control_standard_recs,discovery_seeker,US,speaker,8.0,0.317,0.73,2026-05-01
u_00705,control_standard_recs,discovery_seeker,US,mobile,26.0,0.482,0.412,2026-05-01
u_00706,treatment_ai_dj,discovery_seeker,US,car,49.3,0.304,0.097,2026-05-01
u_00707,control_standard_recs,heavy_playlist_user,US,mobile,39.8,0.393,0.448,2026-05-01
u_00708,treatment_ai_dj,casual_listener,US,speaker,25.7,0.408,0.358,2026-05-01
u_00709,control_standard_recs,genre_loyalist,US,mobile,30.4,0.348,0.4,2026-05-01
u_00710,treatment_ai_dj,genre_loyalist,US,mobile,15.1,0.763,0.488,2026-05-01
u_00711,treatment_ai_dj,genre_loyalist,US,speaker,36.9,0.599,0.756,2026-05-01
u_00712,treatment_ai_dj,discovery_seeker,AU,mobile,64.5,0.414,0.293,2026-05-01
u_00713,control_standard_recs,heavy_playlist_user,AU,mobile,47.7,0.432,0.441,2026-05-01
u_00714,control_standard_recs,casual_listener,UK,mobile,64.3,0.348,0.506,2026-05-01
u_00715,control_standard_recs,casual_listener,US,mobile,48.6,0.558,0.624,2026-05-01
u_00716,treatment_ai_dj,mood_context_listener,CA,mobile,50.3,0.194,0.285,2026-05-01
u_00717,treatment_ai_dj,heavy_playlist_user,CA,desktop,61.7,0.716,0.337,2026-05-01
u_00718,treatment_ai_dj,casual_listener,CA,mobile,42.5,0.343,0.166,2026-05-01
u_00719,control_standard_recs,discovery_seeker,US,mobile,35.8,0.217,0.519,2026-05-01
u_00720,treatment_ai_dj,casual_listener,UK,mobile,50.4,0.593,0.571,2026-05-01
u_00721,treatment_ai_dj,discovery_seeker,CA,desktop,55.4,0.108,0.199,2026-05-01
u_00722,control_standard_recs,discovery_seeker,US,desktop,32.2,0.749,0.549,2026-05-01
u_00723,control_standard_recs,casual_listener,UK,mobile,29.3,0.316,0.61,2026-05-01
u_00724,treatment_ai_dj,discovery_seeker,US,mobile,39.7,0.627,0.473,2026-05-01
u_00725,treatment_ai_dj,heavy_playlist_user,US,car,48.0,0.5,0.079,2026-05-01
u_00726,treatment_ai_dj,genre_loyalist,US,mobile,47.6,0.433,0.583,2026-05-01
u_00727,control_standard_recs,heavy_playlist_user,UK,speaker,20.9,0.651,0.141,2026-05-01
u_00728,treatment_ai_dj,casual_listener,US,speaker,60.9,0.289,0.425,2026-05-01
u_00729,control_standard_recs,mood_context_listener,US,speaker,30.3,0.584,0.481,2026-05-01
u_00730,control_standard_recs,heavy_playlist_user,US,mobile,34.8,0.524,0.452,2026-05-01
u_00731,control_standard_recs,heavy_playlist_user,US,speaker,27.2,0.422,0.142,2026-05-01
u_00732,treatment_ai_dj,heavy_playlist_user,US,speaker,70.4,0.322,0.421,2026-05-01
u_00733,treatment_ai_dj,mood_context_listener,UK,desktop,40.9,0.066,0.544,2026-05-01
u_00734,treatment_ai_dj,genre_loyalist,CA,mobile,27.8,0.39,0.256,2026-05-01
u_00735,control_standard_recs,casual_listener,US,mobile,48.4,0.55,0.591,2026-05-01
u_00736,treatment_ai_dj,genre_loyalist,US,mobile,47.2,0.381,0.159,2026-05-01
u_00737,control_standard_recs,heavy_playlist_user,US,mobile,35.7,0.418,0.491,2026-05-01
u_00738,treatment_ai_dj,heavy_playlist_user,AU,desktop,48.1,0.191,0.766,2026-05-01
u_00739,control_standard_recs,genre_loyalist,US,mobile,28.1,0.085,0.407,2026-05-01
u_00740,control_standard_recs,casual_listener,US,mobile,32.1,0.306,0.129,2026-05-01
u_00741,control_standard_recs,discovery_seeker,US,mobile,13.9,0.585,0.632,2026-05-01
u_00742,control_standard_recs,mood_context_listener,UK,desktop,22.1,0.459,0.41,2026-05-01
u_00743,treatment_ai_dj,genre_loyalist,AU,car,59.7,0.24,0.804,2026-05-01
u_00744,treatment_ai_dj,genre_loyalist,CA,mobile,57.7,0.142,0.377,2026-05-01
u_00745,control_standard_recs,discovery_seeker,UK,mobile,38.8,0.713,0.326,2026-05-01
u_00746,treatment_ai_dj,discovery_seeker,US,mobile,58.0,0.382,0.688,2026-05-01
u_00747,control_standard_recs,mood_context_listener,US,desktop,36.1,0.427,0.6,2026-05-01
u_00748,treatment_ai_dj,heavy_playlist_user,US,desktop,35.1,0.589,0.842,2026-05-01
u_00749,treatment_ai_dj,heavy_playlist_user,US,car,38.7,0.047,0.263,2026-05-01
u_00750,treatment_ai_dj,discovery_seeker,US,mobile,36.5,0.321,0.369,2026-05-01
u_00751,control_standard_recs,genre_loyalist,US,car,35.4,0.18,0.621,2026-05-01
u_00752,treatment_ai_dj,discovery_seeker,US,mobile,51.7,0.222,0.185,2026-05-01
u_00753,treatment_ai_dj,heavy_playlist_user,IE,desktop,39.8,0.312,0.801,2026-05-01
u_00754,control_standard_recs,discovery_seeker,UK,mobile,46.5,0.37,0.407,2026-05-01
u_00755,control_standard_recs,discovery_seeker,CA,speaker,50.4,0.561,0.33,2026-05-01
u_00756,treatment_ai_dj,genre_loyalist,UK,mobile,42.7,0.572,0.512,2026-05-01
u_00757,treatment_ai_dj,mood_context_listener,US,desktop,26.4,0.335,0.346,2026-05-01
u_00758,treatment_ai_dj,casual_listener,CA,speaker,21.8,0.535,0.67,2026-05-01
u_00759,treatment_ai_dj,heavy_playlist_user,US,mobile,39.8,0.298,0.645,2026-05-01
u_00760,treatment_ai_dj,discovery_seeker,UK,mobile,35.9,0.678,0.214,2026-05-01
u_00761,control_standard_recs,discovery_seeker,US,speaker,39.0,0.573,0.422,2026-05-01
u_00762,control_standard_recs,casual_listener,IE,mobile,37.8,0.163,0.491,2026-05-01
u_00763,control_standard_recs,discovery_seeker,US,mobile,69.0,0.403,0.404,2026-05-01
u_00764,treatment_ai_dj,genre_loyalist,US,mobile,22.0,0.17,0.396,2026-05-01
u_00765,control_standard_recs,casual_listener,AU,desktop,14.1,0.508,0.124,2026-05-01
u_00766,treatment_ai_dj,genre_loyalist,US,mobile,42.0,0.904,0.387,2026-05-01
u_00767,treatment_ai_dj,mood_context_listener,UK,mobile,33.5,0.268,0.776,2026-05-01
u_00768,treatment_ai_dj,casual_listener,CA,mobile,41.8,0.456,0.522,2026-05-01
u_00769,control_standard_recs,heavy_playlist_user,CA,mobile,45.0,0.423,0.478,2026-05-01
u_00770,treatment_ai_dj,discovery_seeker,IE,speaker,53.4,0.284,0.423,2026-05-01
u_00771,control_standard_recs,genre_loyalist,IE,car,19.9,0.544,0.291,2026-05-01
u_00772,treatment_ai_dj,discovery_seeker,US,desktop,31.3,0.916,0.507,2026-05-01
u_00773,control_standard_recs,casual_listener,CA,mobile,43.1,0.342,0.637,2026-05-01
u_00774,control_standard_recs,casual_listener,UK,car,47.2,0.339,0.161,2026-05-01
u_00775,treatment_ai_dj,casual_listener,UK,mobile,64.3,0.718,0.341,2026-05-01
u_00776,control_standard_recs,casual_listener,US,mobile,49.5,0.354,0.201,2026-05-01
u_00777,control_standard_recs,heavy_playlist_user,UK,car,37.3,0.51,0.254,2026-05-01
u_00778,treatment_ai_dj,mood_context_listener,IE,desktop,27.3,0.154,0.76,2026-05-01
u_00779,treatment_ai_dj,heavy_playlist_user,AU,desktop,31.2,0.364,0.649,2026-05-01
u_00780,treatment_ai_dj,heavy_playlist_user,US,desktop,30.9,0.144,0.609,2026-05-01
u_00781,treatment_ai_dj,casual_listener,US,mobile,45.9,0.276,0.384,2026-05-01
u_00782,treatment_ai_dj,discovery_seeker,US,mobile,41.1,0.287,0.195,2026-05-01
u_00783,control_standard_recs,discovery_seeker,CA,desktop,22.1,0.485,0.311,2026-05-01
u_00784,control_standard_recs,discovery_seeker,UK,mobile,32.8,0.583,0.646,2026-05-01
u_00785,control_standard_recs,genre_loyalist,US,mobile,48.5,0.495,0.289,2026-05-01
u_00786,treatment_ai_dj,genre_loyalist,US,speaker,42.2,0.099,0.086,2026-05-01
u_00787,treatment_ai_dj,discovery_seeker,US,speaker,44.8,0.235,0.288,2026-05-01
u_00788,control_standard_recs,discovery_seeker,US,mobile,42.6,0.36,0.251,2026-05-01
u_00789,control_standard_recs,heavy_playlist_user,AU,speaker,57.5,0.434,0.353,2026-05-01
u_00790,treatment_ai_dj,heavy_playlist_user,UK,speaker,40.8,0.079,0.155,2026-05-01
u_00791,control_standard_recs,discovery_seeker,US,desktop,33.4,0.697,0.246,2026-05-01
u_00792,treatment_ai_dj,mood_context_listener,US,mobile,27.0,0.312,0.468,2026-05-01
u_00793,treatment_ai_dj,mood_context_listener,US,mobile,41.0,0.245,0.531,2026-05-01
u_00794,treatment_ai_dj,discovery_seeker,IE,mobile,8.7,0.449,0.585,2026-05-01
u_00795,control_standard_recs,discovery_seeker,US,mobile,35.8,0.128,0.268,2026-05-01
u_00796,treatment_ai_dj,genre_loyalist,US,mobile,35.5,0.175,0.29,2026-05-01
u_00797,treatment_ai_dj,mood_context_listener,US,mobile,21.6,0.415,0.799,2026-05-01
u_00798,treatment_ai_dj,mood_context_listener,UK,mobile,26.9,0.41,0.617,2026-05-01
u_00799,treatment_ai_dj,casual_listener,UK,car,47.7,0.652,0.444,2026-05-01
u_00800,treatment_ai_dj,discovery_seeker,UK,mobile,40.8,0.12,0.662,2026-05-01
u_00801,treatment_ai_dj,genre_loyalist,US,desktop,39.2,0.713,0.336,2026-05-01
u_00802,control_standard_recs,genre_loyalist,US,desktop,41.7,0.389,0.51,2026-05-01
u_00803,treatment_ai_dj,casual_listener,US,mobile,39.1,0.29,0.41,2026-05-01
u_00804,treatment_ai_dj,mood_context_listener,UK,car,52.9,0.385,0.227,2026-05-01
u_00805,control_standard_recs,heavy_playlist_user,US,mobile,39.5,0.764,0.517,2026-05-01
u_00806,treatment_ai_dj,heavy_playlist_user,UK,mobile,20.5,0.349,0.906,2026-05-01
u_00807,treatment_ai_dj,mood_context_listener,AU,desktop,57.6,0.508,0.752,2026-05-01
u_00808,treatment_ai_dj,heavy_playlist_user,AU,mobile,42.4,0.181,0.245,2026-05-01
u_00809,control_standard_recs,discovery_seeker,US,desktop,30.9,0.321,0.222,2026-05-01
u_00810,control_standard_recs,genre_loyalist,US,mobile,23.0,0.611,0.236,2026-05-01
u_00811,treatment_ai_dj,casual_listener,US,speaker,42.8,0.28,0.212,2026-05-01
u_00812,treatment_ai_dj,heavy_playlist_user,UK,mobile,36.6,0.568,0.246,2026-05-01
u_00813,control_standard_recs,casual_listener,CA,desktop,56.9,0.371,0.39,2026-05-01
u_00814,treatment_ai_dj,heavy_playlist_user,US,mobile,33.8,0.789,0.23,2026-05-01
u_00815,treatment_ai_dj,casual_listener,US,desktop,28.0,0.744,0.077,2026-05-01
u_00816,treatment_ai_dj,casual_listener,CA,speaker,48.7,0.498,0.355,2026-05-01
u_00817,treatment_ai_dj,casual_listener,AU,mobile,49.1,0.176,0.424,2026-05-01
u_00818,control_standard_recs,casual_listener,US,desktop,40.0,0.089,0.462,2026-05-01
u_00819,control_standard_recs,heavy_playlist_user,US,mobile,46.1,0.147,0.747,2026-05-01
u_00820,control_standard_recs,heavy_playlist_user,US,speaker,37.5,0.303,0.749,2026-05-01
u_00821,treatment_ai_dj,genre_loyalist,US,mobile,40.8,0.587,0.209,2026-05-01
u_00822,control_standard_recs,casual_listener,AU,speaker,52.0,0.229,0.355,2026-05-01
u_00823,control_standard_recs,casual_listener,CA,speaker,45.5,0.489,0.205,2026-05-01
u_00824,control_standard_recs,casual_listener,CA,mobile,36.0,0.305,0.088,2026-05-01
u_00825,treatment_ai_dj,casual_listener,US,mobile,54.2,0.467,0.581,2026-05-01
u_00826,treatment_ai_dj,mood_context_listener,AU,mobile,9.6,0.457,0.209,2026-05-01
u_00827,control_standard_recs,discovery_seeker,US,speaker,62.6,0.295,0.392,2026-05-01
u_00828,control_standard_recs,discovery_seeker,US,mobile,17.5,0.127,0.494,2026-05-01
u_00829,treatment_ai_dj,casual_listener,US,mobile,30.5,0.321,0.168,2026-05-01
u_00830,control_standard_recs,casual_listener,US,speaker,37.5,0.482,0.679,2026-05-01
u_00831,control_standard_recs,genre_loyalist,CA,mobile,36.2,0.342,0.26,2026-05-01
u_00832,control_standard_recs,genre_loyalist,UK,desktop,50.1,0.226,0.202,2026-05-01
u_00833,control_standard_recs,discovery_seeker,US,mobile,25.3,0.31,0.223,2026-05-01
u_00834,control_standard_recs,casual_listener,US,mobile,41.1,0.736,0.611,2026-05-01
u_00835,control_standard_recs,discovery_seeker,US,speaker,31.1,0.513,0.646,2026-05-01
u_00836,control_standard_recs,casual_listener,US,mobile,41.5,0.387,0.638,2026-05-01
u_00837,treatment_ai_dj,casual_listener,UK,mobile,37.2,0.159,0.289,2026-05-01
u_00838,control_standard_recs,mood_context_listener,AU,speaker,39.1,0.551,0.138,2026-05-01
u_00839,treatment_ai_dj,genre_loyalist,US,mobile,31.4,0.591,0.181,2026-05-01
u_00840,treatment_ai_dj,genre_loyalist,US,car,31.9,0.596,0.411,2026-05-01
u_00841,control_standard_recs,discovery_seeker,US,car,41.4,0.353,0.1,2026-05-01
u_00842,treatment_ai_dj,discovery_seeker,CA,mobile,49.3,0.797,0.411,2026-05-01
u_00843,control_standard_recs,genre_loyalist,US,mobile,30.8,0.539,0.718,2026-05-01
u_00844,treatment_ai_dj,heavy_playlist_user,US,desktop,27.6,0.27,0.171,2026-05-01
u_00845,control_standard_recs,heavy_playlist_user,UK,mobile,45.4,0.252,0.91,2026-05-01
u_00846,control_standard_recs,casual_listener,US,mobile,37.6,0.328,0.59,2026-05-01
u_00847,control_standard_recs,genre_loyalist,US,desktop,48.0,0.339,0.493,2026-05-01
u_00848,treatment_ai_dj,discovery_seeker,CA,mobile,27.1,0.233,0.633,2026-05-01
u_00849,treatment_ai_dj,mood_context_listener,UK,speaker,16.6,0.666,0.709,2026-05-01
u_00850,treatment_ai_dj,genre_loyalist,UK,mobile,31.6,0.234,0.57,2026-05-01
u_00851,control_standard_recs,genre_loyalist,CA,mobile,28.8,0.432,0.682,2026-05-01
u_00852,treatment_ai_dj,casual_listener,UK,mobile,37.1,0.548,0.221,2026-05-01
u_00853,control_standard_recs,genre_loyalist,US,car,30.4,0.363,0.168,2026-05-01
u_00854,treatment_ai_dj,casual_listener,US,desktop,46.9,0.464,0.281,2026-05-01
u_00855,control_standard_recs,discovery_seeker,US,speaker,34.5,0.632,0.217,2026-05-01
u_00856,control_standard_recs,casual_listener,US,mobile,39.8,0.103,0.71,2026-05-01
u_00857,control_standard_recs,heavy_playlist_user,UK,mobile,39.9,0.258,0.274,2026-05-01
u_00858,control_standard_recs,casual_listener,AU,mobile,40.3,0.68,0.458,2026-05-01
u_00859,treatment_ai_dj,discovery_seeker,IE,mobile,37.7,0.068,0.574,2026-05-01
u_00860,control_standard_recs,mood_context_listener,UK,mobile,44.1,0.564,0.567,2026-05-01
u_00861,treatment_ai_dj,casual_listener,US,desktop,28.5,0.825,0.564,2026-05-01
u_00862,control_standard_recs,genre_loyalist,US,mobile,54.8,0.101,0.478,2026-05-01
u_00863,treatment_ai_dj,discovery_seeker,CA,car,35.2,0.249,0.457,2026-05-01
u_00864,control_standard_recs,casual_listener,US,mobile,22.3,0.657,0.783,2026-05-01
u_00865,control_standard_recs,heavy_playlist_user,UK,car,40.3,0.261,0.528,2026-05-01
u_00866,treatment_ai_dj,casual_listener,CA,mobile,27.8,0.32,0.089,2026-05-01
u_00867,control_standard_recs,genre_loyalist,UK,mobile,46.0,0.537,0.656,2026-05-01
u_00868,control_standard_recs,genre_loyalist,CA,mobile,64.5,0.389,0.202,2026-05-01
u_00869,treatment_ai_dj,genre_loyalist,US,mobile,28.6,0.253,0.798,2026-05-01
u_00870,treatment_ai_dj,heavy_playlist_user,CA,mobile,42.0,0.373,0.409,2026-05-01
