user_id,assignment_group,listener_cohort,new_artists_exposed,artist_follows,saves,playlist_adds,avg_recommendation_diversity,artist_follow_conversion_rate,discovery_quality_index
u_00563,control_standard_recs,discovery_seeker,25,1,13,3,0.18266666666666667,0.04,0.208
u_00564,control_standard_recs,mood_context_listener,51,0,19,10,0.8153461538461539,0.0,0.326
u_00565,control_standard_recs,mood_context_listener,74,4,48,17,0.10982499999999999,0.05405405405405406,0.243
u_00566,treatment_ai_dj,heavy_playlist_user,85,13,70,19,0.7199574468085107,0.15294117647058825,0.473
u_00567,control_standard_recs,heavy_playlist_user,97,7,49,18,0.2792702702702703,0.07216494845360824,0.249
u_00568,control_standard_recs,genre_loyalist,55,14,46,13,0.43938095238095237,0.2545454545454545,0.443
u_00569,treatment_ai_dj,mood_context_listener,125,11,85,35,0.48709756097560974,0.088,0.365
u_00570,control_standard_recs,genre_loyalist,55,1,18,9,0.28328,0.01818181818181818,0.184
u_00571,treatment_ai_dj,discovery_seeker,97,12,61,26,0.6342894736842105,0.12371134020618557,0.399
u_00572,treatment_ai_dj,casual_listener,71,4,46,16,0.42213793103448277,0.056338028169014086,0.321
u_00573,control_standard_recs,heavy_playlist_user,83,4,40,7,0.40075,0.04819277108433735,0.25
u_00574,treatment_ai_dj,heavy_playlist_user,119,6,42,22,0.40828000000000003,0.05042016806722689,0.236
u_00575,treatment_ai_dj,discovery_seeker,60,7,61,14,0.2355294117647059,0.11666666666666667,0.385
u_00576,treatment_ai_dj,casual_listener,75,10,36,6,0.35233333333333333,0.13333333333333333,0.267
u_00577,control_standard_recs,heavy_playlist_user,55,2,27,5,0.5403214285714285,0.03636363636363636,0.284
u_00578,treatment_ai_dj,casual_listener,62,3,35,8,0.68675,0.04838709677419355,0.349
u_00579,control_standard_recs,heavy_playlist_user,77,4,36,14,0.7126904761904762,0.05194805194805195,0.341
u_00580,control_standard_recs,mood_context_listener,42,3,15,6,0.4831111111111111,0.07142857142857142,0.256
u_00581,control_standard_recs,discovery_seeker,75,6,42,18,0.7753529411764706,0.08,0.398
u_00582,treatment_ai_dj,casual_listener,67,4,37,14,0.9135172413793103,0.05970149253731343,0.419
u_00583,control_standard_recs,heavy_playlist_user,90,10,59,22,0.0956923076923077,0.1111111111111111,0.263
u_00584,control_standard_recs,heavy_playlist_user,65,8,46,7,0.6211914893617021,0.12307692307692308,0.391
u_00585,treatment_ai_dj,genre_loyalist,55,1,21,10,0.600125,0.01818181818181818,0.279
u_00586,control_standard_recs,mood_context_listener,63,8,52,21,0.3302413793103448,0.12698412698412698,0.383
u_00587,control_standard_recs,casual_listener,46,7,29,14,0.7069545454545455,0.15217391304347827,0.433
u_00588,control_standard_recs,genre_loyalist,34,1,24,6,0.8286,0.029411764705882353,0.42
u_00589,control_standard_recs,heavy_playlist_user,76,4,50,10,0.5110731707317073,0.05263157894736842,0.33
u_00590,control_standard_recs,mood_context_listener,48,3,27,9,0.31664000000000003,0.0625,0.27
u_00591,control_standard_recs,casual_listener,40,2,12,1,0.36811764705882355,0.05,0.188
u_00592,treatment_ai_dj,heavy_playlist_user,95,11,102,31,0.6436086956521739,0.11578947368421053,0.5
u_00593,control_standard_recs,genre_loyalist,49,6,40,8,0.8032258064516129,0.12244897959183673,0.472
u_00594,control_standard_recs,discovery_seeker,58,3,30,14,0.191,0.05172413793103448,0.231
u_00595,treatment_ai_dj,casual_listener,54,5,35,13,0.25468,0.09259259259259259,0.294
u_00596,control_standard_recs,mood_context_listener,82,5,54,15,0.3640967741935484,0.06097560975609756,0.304
u_00597,treatment_ai_dj,casual_listener,51,4,48,16,0.7539166666666667,0.0784313725490196,0.498
u_00598,control_standard_recs,discovery_seeker,60,12,39,11,0.4278,0.2,0.367
u_00599,control_standard_recs,discovery_seeker,60,5,52,8,0.663,0.08333333333333333,0.432
u_00600,control_standard_recs,mood_context_listener,59,5,38,10,0.6443428571428571,0.0847457627118644,0.377
u_00601,control_standard_recs,heavy_playlist_user,72,2,12,3,0.5714444444444444,0.027777777777777776,0.2
u_00602,control_standard_recs,heavy_playlist_user,62,4,40,14,0.4938055555555556,0.06451612903225806,0.341
u_00603,control_standard_recs,discovery_seeker,64,6,39,13,0.37425806451612903,0.09375,0.309
u_00604,control_standard_recs,genre_loyalist,56,6,35,16,0.040346153846153844,0.10714285714285714,0.247
u_00605,control_standard_recs,genre_loyalist,61,4,28,12,0.432,0.06557377049180328,0.275
u_00606,control_standard_recs,heavy_playlist_user,67,1,18,8,0.8111951219512196,0.014925373134328358,0.293
u_00607,control_standard_recs,mood_context_listener,58,5,40,12,0.17323333333333332,0.08620689655172414,0.277
u_00608,control_standard_recs,casual_listener,59,6,30,17,0.5328518518518519,0.1016949152542373,0.339
u_00609,treatment_ai_dj,heavy_playlist_user,79,12,74,26,0.7130512820512821,0.1518987341772152,0.515
u_00610,treatment_ai_dj,casual_listener,41,6,35,21,0.3599473684210526,0.14634146341463414,0.431
u_00611,control_standard_recs,genre_loyalist,56,7,30,11,0.4083846153846154,0.125,0.309
u_00612,treatment_ai_dj,discovery_seeker,84,10,55,13,0.649030303030303,0.11904761904761904,0.391
u_00613,treatment_ai_dj,discovery_seeker,49,6,32,13,0.5291818181818182,0.12244897959183673,0.378
u_00614,control_standard_recs,discovery_seeker,56,3,33,8,0.6022592592592593,0.05357142857142857,0.338
u_00615,treatment_ai_dj,genre_loyalist,56,6,50,20,0.5140384615384616,0.10714285714285714,0.443
u_00616,treatment_ai_dj,discovery_seeker,109,12,79,20,0.7551428571428571,0.11009174311926606,0.436
u_00617,control_standard_recs,heavy_playlist_user,60,4,34,11,0.6856333333333333,0.06666666666666667,0.364
u_00618,control_standard_recs,discovery_seeker,62,2,58,21,0.7368235294117647,0.03225806451612903,0.48
u_00619,treatment_ai_dj,casual_listener,79,16,82,29,0.14814285714285713,0.20253164556962025,0.413
u_00620,treatment_ai_dj,heavy_playlist_user,126,11,80,26,0.24375438596491228,0.0873015873015873,0.281
u_00621,control_standard_recs,discovery_seeker,55,5,14,4,0.6114285714285714,0.09090909090909091,0.259
u_00622,control_standard_recs,discovery_seeker,42,4,38,13,0.6388275862068965,0.09523809523809523,0.466
u_00623,control_standard_recs,heavy_playlist_user,48,6,19,5,0.7198181818181819,0.125,0.338
u_00624,control_standard_recs,discovery_seeker,61,3,23,10,0.6186,0.04918032786885246,0.291
u_00625,treatment_ai_dj,casual_listener,42,6,21,10,0.641,0.14285714285714285,0.371
u_00626,control_standard_recs,discovery_seeker,41,3,19,8,0.5318333333333334,0.07317073170731707,0.304
u_00627,control_standard_recs,mood_context_listener,67,5,38,19,0.34906060606060607,0.07462686567164178,0.298
u_00628,treatment_ai_dj,genre_loyalist,92,4,26,10,0.2790625,0.043478260869565216,0.172
u_00629,control_standard_recs,heavy_playlist_user,65,2,26,8,0.6446315789473683,0.03076923076923077,0.29
u_00630,control_standard_recs,genre_loyalist,52,3,24,7,0.39744999999999997,0.057692307692307696,0.255
u_00631,treatment_ai_dj,casual_listener,81,8,65,25,0.33428125,0.09876543209876543,0.365
u_00632,treatment_ai_dj,discovery_seeker,61,8,41,20,0.31711538461538463,0.13114754098360656,0.342
u_00633,treatment_ai_dj,heavy_playlist_user,71,5,48,18,0.43010526315789477,0.07042253521126761,0.339
u_00634,treatment_ai_dj,casual_listener,49,2,21,13,0.9382380952380952,0.04081632653061224,0.396
u_00635,control_standard_recs,discovery_seeker,66,3,30,9,0.5203333333333333,0.045454545454545456,0.28
u_00636,control_standard_recs,discovery_seeker,51,4,46,9,0.7750714285714285,0.0784313725490196,0.473
u_00637,treatment_ai_dj,discovery_seeker,51,8,51,13,0.5605,0.1568627450980392,0.483
u_00638,control_standard_recs,mood_context_listener,66,2,13,2,0.51128,0.030303030303030304,0.192
u_00639,control_standard_recs,casual_listener,45,3,23,8,0.5519583333333333,0.06666666666666667,0.316
u_00640,control_standard_recs,genre_loyalist,56,1,16,7,0.42283333333333334,0.017857142857142856,0.202
u_00641,control_standard_recs,casual_listener,37,1,10,0,0.43010526315789477,0.02702702702702703,0.185
u_00642,control_standard_recs,mood_context_listener,56,6,26,12,0.6833333333333333,0.10714285714285714,0.357
u_00643,control_standard_recs,casual_listener,38,2,23,9,0.4390526315789474,0.05263157894736842,0.315
u_00644,control_standard_recs,discovery_seeker,78,9,45,15,0.4551388888888889,0.11538461538461539,0.327
u_00645,control_standard_recs,heavy_playlist_user,92,7,47,23,0.5823421052631579,0.07608695652173914,0.337
u_00646,treatment_ai_dj,heavy_playlist_user,100,8,67,27,0.7969069767441861,0.08,0.435
u_00647,treatment_ai_dj,discovery_seeker,50,6,51,18,0.24318918918918916,0.12,0.407
u_00648,treatment_ai_dj,discovery_seeker,49,10,55,23,0.46480000000000005,0.20408163265306123,0.508
u_00649,treatment_ai_dj,discovery_seeker,77,5,42,9,0.18716666666666668,0.06493506493506493,0.223
u_00650,control_standard_recs,discovery_seeker,61,5,44,13,0.3767333333333333,0.08196721311475409,0.335
u_00651,control_standard_recs,casual_listener,55,4,28,9,0.1328214285714286,0.07272727272727272,0.21
u_00652,treatment_ai_dj,genre_loyalist,64,1,21,11,0.6216538461538461,0.015625,0.269
u_00653,treatment_ai_dj,discovery_seeker,61,4,28,9,0.6445161290322581,0.06557377049180328,0.321
u_00654,treatment_ai_dj,discovery_seeker,61,4,40,19,0.5057027027027027,0.06557377049180328,0.36
u_00655,control_standard_recs,genre_loyalist,66,6,38,16,0.1385185185185185,0.09090909090909091,0.247
u_00656,control_standard_recs,mood_context_listener,37,2,31,10,0.3418260869565217,0.05405405405405406,0.354
u_00657,control_standard_recs,genre_loyalist,39,3,27,10,0.25881818181818184,0.07692307692307693,0.303
u_00658,control_standard_recs,casual_listener,32,0,5,3,0.18033333333333332,0.0,0.098
u_00659,treatment_ai_dj,casual_listener,81,10,55,29,0.8299310344827586,0.12345679012345678,0.474
u_00660,treatment_ai_dj,mood_context_listener,76,3,30,11,0.8456428571428571,0.039473684210526314,0.346
u_00661,control_standard_recs,discovery_seeker,54,9,38,15,0.1708181818181818,0.16666666666666666,0.319
u_00662,treatment_ai_dj,casual_listener,72,8,38,20,0.6269259259259259,0.1111111111111111,0.369
u_00663,treatment_ai_dj,genre_loyalist,74,10,50,30,0.4350909090909091,0.13513513513513514,0.386
u_00664,control_standard_recs,genre_loyalist,27,2,25,9,0.3529,0.07407407407407407,0.396
u_00665,control_standard_recs,genre_loyalist,62,2,25,8,0.8966896551724138,0.03225806451612903,0.356
u_00666,control_standard_recs,discovery_seeker,45,4,24,2,0.6015238095238095,0.08888888888888889,0.321
u_00667,control_standard_recs,casual_listener,53,4,31,16,0.2700666666666667,0.07547169811320754,0.285
u_00668,control_standard_recs,mood_context_listener,53,2,16,11,0.4608857142857143,0.03773584905660377,0.235
u_00669,control_standard_recs,discovery_seeker,84,18,78,31,0.3464285714285714,0.21428571428571427,0.449
u_00670,control_standard_recs,heavy_playlist_user,58,1,26,5,0.5824827586206897,0.017241379310344827,0.277
u_00671,control_standard_recs,heavy_playlist_user,44,5,21,9,0.43660714285714286,0.11363636363636363,0.299
u_00672,treatment_ai_dj,genre_loyalist,81,3,35,8,0.6875357142857144,0.037037037037037035,0.308
u_00673,control_standard_recs,discovery_seeker,24,1,15,4,0.47018181818181815,0.041666666666666664,0.313
u_00674,treatment_ai_dj,discovery_seeker,39,5,30,5,0.15200000000000002,0.1282051282051282,0.294
u_00675,control_standard_recs,genre_loyalist,60,3,28,16,0.22275,0.05,0.23
u_00676,treatment_ai_dj,mood_context_listener,53,7,65,32,0.35573333333333335,0.1320754716981132,0.476
u_00677,control_standard_recs,mood_context_listener,64,5,42,9,0.4611851851851852,0.078125,0.328
u_00678,control_standard_recs,casual_listener,62,3,27,8,0.247375,0.04838709677419355,0.207
u_00679,treatment_ai_dj,casual_listener,61,3,26,16,0.2415,0.04918032786885246,0.223
u_00680,treatment_ai_dj,mood_context_listener,54,6,58,14,0.6244482758620691,0.1111111111111111,0.484
u_00681,treatment_ai_dj,heavy_playlist_user,89,11,62,19,0.6544418604651162,0.12359550561797752,0.413
u_00682,control_standard_recs,mood_context_listener,64,9,43,19,0.35356666666666664,0.140625,0.35
u_00683,control_standard_recs,casual_listener,54,4,27,10,0.35634615384615387,0.07407407407407407,0.268
u_00684,treatment_ai_dj,genre_loyalist,51,7,33,6,0.39433333333333337,0.13725490196078433,0.326
u_00685,treatment_ai_dj,heavy_playlist_user,130,1,30,8,0.8027894736842105,0.007692307692307693,0.27
u_00686,treatment_ai_dj,heavy_playlist_user,106,9,64,25,0.22490909090909092,0.08490566037735849,0.272
u_00687,treatment_ai_dj,discovery_seeker,48,9,52,14,0.9423600000000001,0.1875,0.595
u_00688,control_standard_recs,casual_listener,59,3,21,7,0.23463333333333333,0.05084745762711865,0.183
u_00689,treatment_ai_dj,genre_loyalist,55,2,26,11,0.5222083333333333,0.03636363636363636,0.291
u_00690,control_standard_recs,discovery_seeker,33,7,23,13,0.3901764705882353,0.21212121212121213,0.405
u_00691,control_standard_recs,discovery_seeker,57,3,21,7,0.30423333333333336,0.05263157894736842,0.205
u_00692,control_standard_recs,mood_context_listener,38,4,18,5,0.14015789473684212,0.10526315789473684,0.21
u_00693,treatment_ai_dj,discovery_seeker,52,2,38,14,0.37916666666666665,0.038461538461538464,0.331
u_00694,control_standard_recs,heavy_playlist_user,67,10,46,14,0.41095,0.14925373134328357,0.358
u_00695,control_standard_recs,casual_listener,42,2,16,5,0.734375,0.047619047619047616,0.313
u_00696,treatment_ai_dj,heavy_playlist_user,70,8,71,24,0.5052857142857142,0.11428571428571428,0.468
u_00697,control_standard_recs,mood_context_listener,46,3,45,14,0.44865217391304346,0.06521739130434782,0.425
u_00698,treatment_ai_dj,casual_listener,56,6,57,15,0.39412121212121215,0.10714285714285714,0.426
u_00699,control_standard_recs,casual_listener,24,1,5,0,0.6499375000000001,0.041666666666666664,0.229
u_00700,control_standard_recs,discovery_seeker,49,6,31,19,0.4223,0.12244897959183673,0.365
u_00701,treatment_ai_dj,casual_listener,63,6,35,5,0.674076923076923,0.09523809523809523,0.353
u_00702,control_standard_recs,heavy_playlist_user,59,6,45,23,0.25120588235294117,0.1016949152542373,0.348
u_00703,control_standard_recs,mood_context_listener,68,4,36,6,0.4301379310344828,0.058823529411764705,0.274
u_00704,control_standard_recs,discovery_seeker,44,1,8,4,0.770103448275862,0.022727272727272728,0.26
u_00705,control_standard_recs,discovery_seeker,56,1,39,11,0.43380555555555556,0.017857142857142856,0.318
u_00706,treatment_ai_dj,discovery_seeker,43,6,31,16,0.15855555555555556,0.13953488372093023,0.325
u_00707,control_standard_recs,heavy_playlist_user,79,11,47,22,0.44986842105263153,0.13924050632911392,0.352
u_00708,treatment_ai_dj,casual_listener,54,5,19,9,0.4313157894736842,0.09259259259259259,0.253
u_00709,control_standard_recs,genre_loyalist,37,0,10,5,0.3963888888888889,0.0,0.187
u_00710,treatment_ai_dj,genre_loyalist,79,4,28,10,0.5316785714285714,0.05063291139240506,0.258
u_00711,treatment_ai_dj,genre_loyalist,96,9,46,18,0.8238823529411765,0.09375,0.387
u_00712,treatment_ai_dj,discovery_seeker,79,9,83,23,0.3793225806451613,0.11392405063291139,0.428
u_00713,control_standard_recs,heavy_playlist_user,58,6,48,14,0.4683999999999999,0.10344827586206896,0.396
u_00714,control_standard_recs,casual_listener,48,3,29,9,0.5244090909090908,0.0625,0.332
u_00715,control_standard_recs,casual_listener,65,5,32,13,0.6303333333333333,0.07692307692307693,0.338
u_00716,treatment_ai_dj,mood_context_listener,69,11,46,22,0.3454137931034483,0.15942028985507245,0.357
u_00717,treatment_ai_dj,heavy_playlist_user,83,14,109,26,0.41087878787878784,0.1686746987951807,0.459
u_00718,treatment_ai_dj,casual_listener,47,5,28,12,0.2521,0.10638297872340426,0.287
u_00719,control_standard_recs,discovery_seeker,62,4,30,14,0.5493235294117647,0.06451612903225806,0.315
u_00720,treatment_ai_dj,casual_listener,66,5,44,23,0.61848,0.07575757575757576,0.4
u_00721,treatment_ai_dj,discovery_seeker,67,8,66,26,0.2657931034482759,0.11940298507462686,0.413
u_00722,control_standard_recs,discovery_seeker,74,4,32,12,0.5758275862068966,0.05405405405405406,0.295
u_00723,control_standard_recs,casual_listener,27,0,13,6,0.6462941176470588,0.0,0.315
u_00724,treatment_ai_dj,discovery_seeker,49,8,55,14,0.5022962962962962,0.16326530612244897,0.476
u_00725,treatment_ai_dj,heavy_playlist_user,90,16,89,26,0.14515,0.17777777777777778,0.389
u_00726,treatment_ai_dj,genre_loyalist,85,12,61,22,0.6535806451612903,0.1411764705882353,0.431
u_00727,control_standard_recs,heavy_playlist_user,97,3,24,11,0.15773170731707317,0.030927835051546393,0.129
u_00728,treatment_ai_dj,casual_listener,45,9,54,21,0.4649565217391305,0.2,0.506
u_00729,control_standard_recs,mood_context_listener,46,1,27,12,0.4905217391304348,0.021739130434782608,0.316
u_00730,control_standard_recs,heavy_playlist_user,81,3,36,11,0.453575,0.037037037037037035,0.258
u_00731,control_standard_recs,heavy_playlist_user,70,2,27,3,0.1593235294117647,0.02857142857142857,0.153
u_00732,treatment_ai_dj,heavy_playlist_user,91,10,115,48,0.5099512195121951,0.10989010989010989,0.495
u_00733,treatment_ai_dj,mood_context_listener,50,4,38,24,0.5999032258064516,0.08,0.44
u_00734,treatment_ai_dj,genre_loyalist,74,8,42,9,0.307,0.10810810810810811,0.275
u_00735,control_standard_recs,casual_listener,40,5,31,2,0.5927391304347827,0.125,0.393
u_00736,treatment_ai_dj,genre_loyalist,64,12,55,21,0.21735483870967742,0.1875,0.384
u_00737,control_standard_recs,heavy_playlist_user,68,1,31,9,0.48223333333333335,0.014705882352941176,0.26
u_00738,treatment_ai_dj,heavy_playlist_user,82,9,66,30,0.8248181818181819,0.10975609756097561,0.501
u_00739,control_standard_recs,genre_loyalist,46,3,15,5,0.42223333333333335,0.06521739130434782,0.226
u_00740,control_standard_recs,casual_listener,39,0,14,7,0.14565217391304347,0.0,0.153
u_00741,control_standard_recs,discovery_seeker,62,1,16,6,0.6626666666666666,0.016129032258064516,0.25
u_00742,control_standard_recs,mood_context_listener,38,1,12,3,0.43286363636363634,0.02631578947368421,0.208
u_00743,treatment_ai_dj,genre_loyalist,46,8,42,22,0.8204999999999999,0.17391304347826086,0.566
u_00744,treatment_ai_dj,genre_loyalist,50,10,40,15,0.4472962962962963,0.2,0.427
u_00745,control_standard_recs,discovery_seeker,63,3,39,9,0.3274615384615384,0.047619047619047616,0.275
u_00746,treatment_ai_dj,discovery_seeker,85,14,85,22,0.7448857142857144,0.16470588235294117,0.533
u_00747,control_standard_recs,mood_context_listener,60,3,30,13,0.5856666666666667,0.05,0.321
u_00748,treatment_ai_dj,heavy_playlist_user,80,7,42,24,0.8824285714285713,0.0875,0.427
u_00749,treatment_ai_dj,heavy_playlist_user,99,8,64,32,0.31770454545454546,0.08080808080808081,0.318
u_00750,treatment_ai_dj,discovery_seeker,96,4,81,24,0.4509024390243902,0.041666666666666664,0.376
u_00751,control_standard_recs,genre_loyalist,38,4,25,7,0.6524285714285715,0.10526315789473684,0.392
u_00752,treatment_ai_dj,discovery_seeker,60,13,55,31,0.28038709677419354,0.21666666666666667,0.453
u_00753,treatment_ai_dj,heavy_playlist_user,86,16,68,30,0.8676200000000001,0.18604651162790697,0.532
u_00754,control_standard_recs,discovery_seeker,54,10,47,15,0.4299722222222222,0.18518518518518517,0.432
u_00755,control_standard_recs,discovery_seeker,60,4,54,21,0.33984848484848484,0.06666666666666667,0.386
u_00756,treatment_ai_dj,genre_loyalist,71,7,64,16,0.6053448275862069,0.09859154929577464,0.445
u_00757,treatment_ai_dj,mood_context_listener,51,3,24,11,0.41226086956521735,0.058823529411764705,0.274
u_00758,treatment_ai_dj,casual_listener,46,7,19,6,0.7320869565217392,0.15217391304347827,0.359
u_00759,treatment_ai_dj,heavy_playlist_user,66,12,55,26,0.7122352941176471,0.18181818181818182,0.509
u_00760,treatment_ai_dj,discovery_seeker,82,5,64,27,0.2510909090909091,0.06097560975609756,0.329
u_00761,control_standard_recs,discovery_seeker,81,2,39,10,0.40886666666666666,0.024691358024691357,0.25
u_00762,control_standard_recs,casual_listener,52,2,30,6,0.46625,0.038461538461538464,0.292
u_00763,control_standard_recs,discovery_seeker,77,8,65,19,0.41777419354838713,0.1038961038961039,0.389
u_00764,treatment_ai_dj,genre_loyalist,66,5,31,10,0.4625625,0.07575757575757576,0.282
u_00765,control_standard_recs,casual_listener,41,0,5,2,0.1502,0.0,0.075
u_00766,treatment_ai_dj,genre_loyalist,85,4,56,18,0.4699,0.047058823529411764,0.33
u_00767,treatment_ai_dj,mood_context_listener,60,6,36,24,0.8233333333333334,0.1,0.451
u_00768,treatment_ai_dj,casual_listener,65,5,46,9,0.6042500000000001,0.07692307692307693,0.376
u_00769,control_standard_recs,heavy_playlist_user,77,5,41,14,0.5159393939393939,0.06493506493506493,0.312
u_00770,treatment_ai_dj,discovery_seeker,69,12,64,27,0.4712647058823529,0.17391304347826086,0.469
u_00771,control_standard_recs,genre_loyalist,44,0,13,4,0.2725882352941177,0.0,0.156
u_00772,treatment_ai_dj,discovery_seeker,80,3,51,15,0.5625555555555556,0.0375,0.341
u_00773,control_standard_recs,casual_listener,35,1,27,4,0.6613181818181818,0.02857142857142857,0.385
u_00774,control_standard_recs,casual_listener,44,8,34,10,0.17296,0.18181818181818182,0.334
u_00775,treatment_ai_dj,casual_listener,62,13,71,29,0.3762083333333333,0.20967741935483872,0.488
u_00776,control_standard_recs,casual_listener,52,1,36,8,0.20867999999999998,0.019230769230769232,0.255
u_00777,control_standard_recs,heavy_playlist_user,73,8,45,15,0.27725,0.1095890410958904,0.293
u_00778,treatment_ai_dj,mood_context_listener,53,1,20,7,0.8502083333333333,0.018867924528301886,0.333
u_00779,treatment_ai_dj,heavy_playlist_user,106,6,65,23,0.7067083333333333,0.05660377358490566,0.382
u_00780,treatment_ai_dj,heavy_playlist_user,102,12,52,32,0.6815106382978723,0.11764705882352941,0.386
u_00781,treatment_ai_dj,casual_listener,41,7,40,10,0.3881,0.17073170731707318,0.437
u_00782,treatment_ai_dj,discovery_seeker,52,4,47,20,0.23853846153846153,0.07692307692307693,0.37
u_00783,control_standard_recs,discovery_seeker,55,2,10,6,0.3295,0.03636363636363636,0.157
u_00784,control_standard_recs,discovery_seeker,86,11,40,10,0.654969696969697,0.12790697674418605,0.342
u_00785,control_standard_recs,genre_loyalist,48,6,42,11,0.2860384615384616,0.125,0.368
u_00786,treatment_ai_dj,genre_loyalist,57,7,41,15,0.13663333333333333,0.12280701754385964,0.296
u_00787,treatment_ai_dj,discovery_seeker,55,13,48,19,0.35423333333333334,0.23636363636363636,0.441
u_00788,control_standard_recs,discovery_seeker,47,9,42,11,0.2978387096774194,0.19148936170212766,0.4
u_00789,control_standard_recs,heavy_playlist_user,59,1,48,23,0.38941935483870965,0.01694915254237288,0.365
u_00790,treatment_ai_dj,heavy_playlist_user,76,13,71,22,0.21983333333333333,0.17105263157894737,0.392
u_00791,control_standard_recs,discovery_seeker,56,4,26,16,0.254962962962963,0.07142857142857142,0.248
u_00792,treatment_ai_dj,mood_context_listener,56,3,25,7,0.5515217391304348,0.05357142857142857,0.287
u_00793,treatment_ai_dj,mood_context_listener,49,5,38,22,0.56775,0.10204081632653061,0.439
u_00794,treatment_ai_dj,discovery_seeker,68,3,33,13,0.658,0.04411764705882353,0.33
u_00795,control_standard_recs,discovery_seeker,54,1,14,3,0.2650357142857143,0.018518518518518517,0.146
u_00796,treatment_ai_dj,genre_loyalist,73,5,44,18,0.36938235294117644,0.0684931506849315,0.304
u_00797,treatment_ai_dj,mood_context_listener,70,4,19,14,0.8649642857142857,0.05714285714285714,0.334
u_00798,treatment_ai_dj,mood_context_listener,65,5,34,8,0.6686896551724137,0.07692307692307693,0.343
u_00799,treatment_ai_dj,casual_listener,74,12,67,28,0.5011212121212121,0.16216216216216217,0.465
u_00800,treatment_ai_dj,discovery_seeker,49,2,38,11,0.7101304347826086,0.04081632653061224,0.419
u_00801,treatment_ai_dj,genre_loyalist,81,10,57,24,0.3984193548387097,0.12345679012345678,0.363
u_00802,control_standard_recs,genre_loyalist,96,2,34,11,0.5150526315789473,0.020833333333333332,0.242
u_00803,treatment_ai_dj,casual_listener,49,2,36,14,0.4728636363636364,0.04081632653061224,0.359
u_00804,treatment_ai_dj,mood_context_listener,63,10,47,22,0.2816818181818182,0.15873015873015872,0.365
u_00805,control_standard_recs,heavy_playlist_user,129,10,58,25,0.5390925925925926,0.07751937984496124,0.303
u_00806,treatment_ai_dj,heavy_playlist_user,104,5,37,15,0.9507441860465116,0.04807692307692308,0.365
u_00807,treatment_ai_dj,mood_context_listener,96,11,80,36,0.8054324324324323,0.11458333333333333,0.506
u_00808,treatment_ai_dj,heavy_playlist_user,87,10,60,23,0.327975,0.11494252873563218,0.334
u_00809,control_standard_recs,discovery_seeker,58,2,33,14,0.2302857142857143,0.034482758620689655,0.248
u_00810,control_standard_recs,genre_loyalist,74,2,18,9,0.236125,0.02702702702702703,0.148
u_00811,treatment_ai_dj,casual_listener,70,4,40,10,0.2608076923076923,0.05714285714285714,0.249
u_00812,treatment_ai_dj,heavy_playlist_user,111,10,72,38,0.3069795918367347,0.09009009009009009,0.322
u_00813,control_standard_recs,casual_listener,38,4,28,9,0.41928571428571426,0.10526315789473684,0.361
u_00814,treatment_ai_dj,heavy_playlist_user,105,11,76,29,0.278525,0.10476190476190476,0.329
u_00815,treatment_ai_dj,casual_listener,59,5,36,16,0.13876923076923078,0.0847457627118644,0.258
u_00816,treatment_ai_dj,casual_listener,60,10,50,14,0.4283666666666667,0.16666666666666666,0.409
u_00817,treatment_ai_dj,casual_listener,59,2,40,14,0.48742857142857143,0.03389830508474576,0.339
u_00818,control_standard_recs,casual_listener,39,1,23,6,0.4751111111111111,0.02564102564102564,0.298
u_00819,control_standard_recs,heavy_playlist_user,71,4,35,10,0.7463,0.056338028169014086,0.351
u_00820,control_standard_recs,heavy_playlist_user,53,6,39,10,0.772125,0.11320754716981132,0.445
u_00821,treatment_ai_dj,genre_loyalist,63,3,26,11,0.27,0.047619047619047616,0.214
u_00822,control_standard_recs,casual_listener,37,0,36,4,0.3806666666666667,0.0,0.355
u_00823,control_standard_recs,casual_listener,33,4,26,6,0.23411111111111113,0.12121212121212122,0.325
u_00824,control_standard_recs,casual_listener,41,2,24,10,0.09792,0.04878048780487805,0.224
u_00825,treatment_ai_dj,casual_listener,57,6,54,19,0.6432173913043479,0.10526315789473684,0.484
u_00826,treatment_ai_dj,mood_context_listener,50,1,23,4,0.24956521739130436,0.02,0.196
u_00827,control_standard_recs,discovery_seeker,68,6,63,20,0.4022564102564103,0.08823529411764706,0.407
u_00828,control_standard_recs,discovery_seeker,44,2,14,13,0.5088928571428571,0.045454545454545456,0.267
u_00829,treatment_ai_dj,casual_listener,40,3,24,5,0.23809999999999998,0.075,0.255
u_00830,control_standard_recs,casual_listener,36,3,17,5,0.6870952380952381,0.08333333333333333,0.34
u_00831,control_standard_recs,genre_loyalist,46,2,25,5,0.259875,0.043478260869565216,0.232
u_00832,control_standard_recs,genre_loyalist,43,3,35,8,0.24058333333333334,0.06976744186046512,0.316
u_00833,control_standard_recs,discovery_seeker,53,6,28,9,0.22840000000000002,0.11320754716981132,0.254
u_00834,control_standard_recs,casual_listener,39,3,19,8,0.6273809523809524,0.07692307692307693,0.336
u_00835,control_standard_recs,discovery_seeker,41,4,20,4,0.67372,0.0975609756097561,0.339
u_00836,control_standard_recs,casual_listener,31,6,15,4,0.6528125,0.1935483870967742,0.371
u_00837,treatment_ai_dj,casual_listener,56,8,34,14,0.36156,0.14285714285714285,0.33
